researchproblem,researchproblemLabel,paperCount
http://orkg.org/orkg/resource/R146971,knowledge-based resusictation therapy,1
http://orkg.org/orkg/resource/R148129,Medical concept extraction,1
http://orkg.org/orkg/resource/R76287,consistently represent health and fitness data from heterogeneous IoT sources,1
http://orkg.org/orkg/resource/R109369,Factors influencing farm households’ selection of various information sources,1
http://orkg.org/orkg/resource/R110592,how ethanol induces Alzheimer's disease pathogensis ,1
http://orkg.org/orkg/resource/R140878,Chinese Grammatical Error Diagnosis,1
http://orkg.org/orkg/resource/R50779,Untersuchung der Luft am Arbeitsplatz auf isopropylierte Phenylphosphate ,1
http://orkg.org/orkg/resource/R76749,KG embedding survey approaches and application,1
http://orkg.org/orkg/resource/R53067,generating of web forms based on SHACL shapes,1
http://orkg.org/orkg/resource/R58126,Neubewertung aller toxikologischen Werte für n-Decyloleat,1
http://orkg.org/orkg/resource/R109346, how to better prepare for emerging cyber threats,1
http://orkg.org/orkg/resource/R109360, How to Prepare for Emerging Cyber threats,1
http://orkg.org/orkg/resource/R44566,Effects of data ambiguity and cognitive biases on the interpretability of machine learning models in humanitarian decision making are unknown,1
http://orkg.org/orkg/resource/R51203,Reevaluation of the MAK value for Titanium dioxide,1
http://orkg.org/orkg/resource/R57522,Reevaluation of the MAK value for triethanolamine,1
http://orkg.org/orkg/resource/R53011,Reevaluation of the MAK value for Polyalphaolefins,1
http://orkg.org/orkg/resource/R78073,study location,1
http://orkg.org/orkg/resource/R69459,Reevaluation of the maximum concentration at the workplace (MAK) for 1-nitropropane,1
http://orkg.org/orkg/resource/R58047,Validation of a measurement procedure for the determination of hexavalent chromium in workplace air,1
http://orkg.org/orkg/resource/R69455,Evaluation of all toxilogical endpoints for 4 severly refined mineral oils,1
http://orkg.org/orkg/resource/R139697,"What is the value of personalised tangible data souvenirs as a bridge between the physical, personal museum experience? ",1
http://orkg.org/orkg/resource/R44208,BERT for the biomedical domain,1
http://orkg.org/orkg/resource/R53399,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R150087,copyrighted texts,1
http://orkg.org/orkg/resource/R111066,What is the total value of forest ecosystem services in the country's economy?,1
http://orkg.org/orkg/resource/R46318,attention mechanisms,1
http://orkg.org/orkg/resource/R51426,Verifizierung einer Biomonitoring-Methode zur Bestimmung von δ-Aminolävulinsäure in Urin,1
http://orkg.org/orkg/resource/R138656,Integration of smart city-related standards and services,1
http://orkg.org/orkg/resource/R141110,Economy suistainability,1
http://orkg.org/orkg/resource/R53284,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R12190,SiO2 deoxidation,1
http://orkg.org/orkg/resource/R74708,What smart cities technologies are used in the cultural heritage domain?,1
http://orkg.org/orkg/resource/R155873,How is people's psychological distance related to their attitudes and behavior?,1
http://orkg.org/orkg/resource/R50816,Reevaluierung der Expositionsäquivalente für krebserzeugende Arbeitsstoffe (EKA) bei Nickel,1
http://orkg.org/orkg/resource/R67756,Neubewertung aller toxikologischen Werte für Ethylenoxid,1
http://orkg.org/orkg/resource/R138106,Comparative subsurface geology using Lunar penetrating radar from Chang'e-3 and Chang'e-4,1
http://orkg.org/orkg/resource/R68754,Verifizierung einer Biomonitoring Methode zur Bestimmung von tabakspezifischen Nitrosaminen in Urin,1
http://orkg.org/orkg/resource/R109247,Optimization of nanocarriers for vitamin D encapsulation,1
http://orkg.org/orkg/resource/R70104,Antiviral activity against SARS-CoV Frankfurt 1 infected in African green monkey Vero E6 cells,1
http://orkg.org/orkg/resource/R53132,Reevaluation of the MAK value for decahydronaphthalene,1
http://orkg.org/orkg/resource/R143458,Application of remote sensing techniques to water resources and hydrology,1
http://orkg.org/orkg/resource/R2084,Distributed Collaboration,1
http://orkg.org/orkg/resource/R74579,Number of studied papers,1
http://orkg.org/orkg/resource/R138349,Primary production assessment during Trichodesmium bloom in the Bay of Bengal,1
http://orkg.org/orkg/resource/R53368,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R58105,Neubewertung des MAK Wertes für Acetylaceton,1
http://orkg.org/orkg/resource/R120576,Common Sense Reasoning,1
http://orkg.org/orkg/resource/R147397,Understanding the pegmatites spectral behavior using Landsat 8 OLI,1
http://orkg.org/orkg/resource/R53402,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R53061,Development of an automated generation of REST APIs from ontologies,1
http://orkg.org/orkg/resource/R140866,Infer the affectual state of a person from their tweet,1
http://orkg.org/orkg/resource/R145684,Province-level sub-dialect identification,1
http://orkg.org/orkg/resource/R108707,Distribution of Rhizoctonia solani anastomosis groups ,1
http://orkg.org/orkg/resource/R74152,Smart City's dashboards creation,1
http://orkg.org/orkg/resource/R10037,quantification of travel activities,1
http://orkg.org/orkg/resource/R139656,Search for carbonates on Mars despite the acidic weathering,1
http://orkg.org/orkg/resource/R51433,Verification of a biomonitoring method for the determination δ-aminolevulinic acid in urine,1
http://orkg.org/orkg/resource/R127899,Conversational Response Selection,1
http://orkg.org/orkg/resource/R138647,Management of big volumes of local government data from various sources,1
http://orkg.org/orkg/resource/R4334,Analyzing trends in IT jobs using large volume of job data,1
http://orkg.org/orkg/resource/R70154,"IC50 determination at MOI 0.01 using CellTiter- Glo (CTG) assay, performed 3 days post-infection in SARS-CoV-2 infected Vero E6 cells",1
http://orkg.org/orkg/resource/R38422,Named Entity Recongition,1
http://orkg.org/orkg/resource/R139799,How walking methods can better illuminate post‐conflict space?,1
http://orkg.org/orkg/resource/R110693,Antiviral Compounds from Natural Sources,1
http://orkg.org/orkg/resource/R49464,Sharing metabolic pathways,1
http://orkg.org/orkg/resource/R4948,Update Propagation,1
http://orkg.org/orkg/resource/R4564,Providing a technique for monitoring labour market based on classifying job vacancies according to O*NET,1
http://orkg.org/orkg/resource/R2007,unreliable biofilm,1
http://orkg.org/orkg/resource/R137117,Integrated visible and thermal lithological mapping for Martian analogs,1
http://orkg.org/orkg/resource/R28733,lexical and syntactic ambiguity   ,1
http://orkg.org/orkg/resource/R67614,Neubewertung aller toxikologischen Werte für Natriumpyrithion,1
http://orkg.org/orkg/resource/R46404,"Comprehension of unstructured text by machines , at a near- human level",1
http://orkg.org/orkg/resource/R4778,Machine Learning Performance,1
http://orkg.org/orkg/resource/R68677,Designing big Earth data system architecture,1
http://orkg.org/orkg/resource/R147708,Analysis of a scientific community,1
http://orkg.org/orkg/resource/R70096,"CC50 determination at MOI 0.01 using CellTiter- Glo (CTG) assay, performed 3 days post-infection in Vero E6 cells",1
http://orkg.org/orkg/resource/R50764,"Entwicklung einer Biomonitoring-Methode zur Bestimmung von Thiocyanat in Plasma, Urin und Speichel",1
http://orkg.org/orkg/resource/R78273,route-planning under risk,1
http://orkg.org/orkg/resource/R139663,Estimation of seasonal impact on Martian gully formation from spectroscopic studies,1
http://orkg.org/orkg/resource/R140603,Turkish Lexical Sample Task,1
http://orkg.org/orkg/resource/R53354,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R58055,Verification of a biomonitoring method for the determination of α-fluoro-β-alanine in urine,1
http://orkg.org/orkg/resource/R140128,to explain the notion of the city as a laboratory for innovation,1
http://orkg.org/orkg/resource/R109949,Prevalence of STEC in Pakistan,1
http://orkg.org/orkg/resource/R110589,Anthropogenic sources of major cations evolution in surface water chemistry,1
http://orkg.org/orkg/resource/R48040,"Synthesis, modification and docking studies of SARS-CoV 3C-like protease inhibitors",1
http://orkg.org/orkg/resource/R137132,Integrated spectrochemical analysis of Cr-spinels for Lunar analogs,1
http://orkg.org/orkg/resource/R67835,Neubewertung aller toxikologischen Werte für Vinylchlorid,1
http://orkg.org/orkg/resource/R155217,Insights into Gully formation on Mars using MRO/CRISM,1
http://orkg.org/orkg/resource/R155193,CRISM near-infrared spectral data to identify mineral classes at Martian Gale region,1
http://orkg.org/orkg/resource/R150540,Species name recognition and normalization,1
http://orkg.org/orkg/resource/R1019,diatom fibril development,1
http://orkg.org/orkg/resource/R76659,Lack of in vivo studies to understand the 5'-nucleotidase activity of Streptococcus suis during infections,1
http://orkg.org/orkg/resource/R50414,Schädigung durch maximale Konzentration von Di-n-butylphosphat am Arbeitsplatz,1
http://orkg.org/orkg/resource/R140705,Lithologic discrimination and mapping at Nevada using ASTER multispectral data,1
http://orkg.org/orkg/resource/R9411,comparison of staining effect of uranyl acetate + lead citrate + silver nitrate section stain on different features of human hair,1
http://orkg.org/orkg/resource/R74554,Document ,1
http://orkg.org/orkg/resource/R138122,Analysis of Lunar penetrating radar data collected during the first twenty lunar days of Chang'e 4 mission to reveal complex geological history,1
http://orkg.org/orkg/resource/R75088,characterization of different Knowledge Graphs,1
http://orkg.org/orkg/resource/R4588,Finding competencies for project managers,1
http://orkg.org/orkg/resource/R108137,A new method which calculates the wavelength position of deepest absorption features is presented for exploring mineral diversity in hyperspectral images.,1
http://orkg.org/orkg/resource/R136279,instructional designs,1
http://orkg.org/orkg/resource/R145806,End-to-end coreference resolution,1
http://orkg.org/orkg/resource/R44378,Big Earth Data applications,1
http://orkg.org/orkg/resource/R53362,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R46345,democratize large-scale NLP and information extraction while minimizing our environmental footprint,1
http://orkg.org/orkg/resource/R108926,open science publishing,1
http://orkg.org/orkg/resource/R2087,Data Merge,1
http://orkg.org/orkg/resource/R140709,Mineral mapping at Nevada using diagnostic absorption feature in SWIR wavelength range,1
http://orkg.org/orkg/resource/R150028,Comprehensive Dataset,1
http://orkg.org/orkg/resource/R71682,Linking Physicians to Medical Research Results,1
http://orkg.org/orkg/resource/R2080,Distributed Collaboration,1
http://orkg.org/orkg/resource/R52331,Reevaluierung des BAT-Wertes von Ethylenglykoldinitrat,1
http://orkg.org/orkg/resource/R53310,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R68218,Reevaluation of the maximum concentration at the workplace (MAK value) for acetic anhydride,1
http://orkg.org/orkg/resource/R137156,"Integrated Spectral (VNIR-SWIR, FTIR and Raman) and Chemical Characterization of sulfur bearing rocks for Mars Exploration",1
http://orkg.org/orkg/resource/R46238,predicting a semantic relationship between two tagged entities in a sentence,1
http://orkg.org/orkg/resource/R149006,Resonant radiation of optical solitons in presence of high-order dispersion,1
http://orkg.org/orkg/resource/R68651,Reevaluation of all toxilogical endpoints for ethylamine,1
http://orkg.org/orkg/resource/R67686,Reevaluation of the maximum concentration at the workplace (MAK value) of nitroethane,1
http://orkg.org/orkg/resource/R68729,Neubewertung von Molybdän und seinen Verbindungen zur Ableitung eines BAR oder BAT Wertes,1
http://orkg.org/orkg/resource/R145660,Sentence extraction,1
http://orkg.org/orkg/resource/R69030,Neubewertung des MAK-Wertes für Decahydronaphthalin,1
http://orkg.org/orkg/resource/R78079,are bioactive compounds present in Sphenocentrum jollyanum root?,1
http://orkg.org/orkg/resource/R9584,Lexical Gap in QA,1
http://orkg.org/orkg/resource/R12031,signal decomposition,1
http://orkg.org/orkg/resource/R145797,Neural Architectures for Named Entity Recognition,1
http://orkg.org/orkg/resource/R76358,Sequence labeling,1
http://orkg.org/orkg/resource/R78080,Conceptual maps for invasion biology hypothesis,1
http://orkg.org/orkg/resource/R53379,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R140608,Web People Search task,1
http://orkg.org/orkg/resource/R69884,Knowledge Base Completion,1
http://orkg.org/orkg/resource/R70333,Syntax checks,1
http://orkg.org/orkg/resource/R4083,Iron deficiency in heart failure patients,1
http://orkg.org/orkg/resource/R38854,Visualization,1
http://orkg.org/orkg/resource/R109781,Healthcare staff shortage,1
http://orkg.org/orkg/resource/R51206,Reevaluation of the MAK value for Furan,1
http://orkg.org/orkg/resource/R110391,The use of silicon carbide films as piezoresistors in a pressure sensor for high temperature application,1
http://orkg.org/orkg/resource/R68124,Different types of scaling in big data processing,1
http://orkg.org/orkg/resource/R41513,show that ftheta can be learned from widely available distant supervision in the form of entity linked text,1
http://orkg.org/orkg/resource/R111412,What is the meaning of בן אדם and its use by God in the Book of Ezekiel?,1
http://orkg.org/orkg/resource/R140697,"Application of ASTER data for hydrothermal geological mapping at Cuprite, Nevada",1
http://orkg.org/orkg/resource/R8368,"user behaviour, digital archives",1
http://orkg.org/orkg/resource/R69699,Reevaluation of  the maximum concentration at the workplace (MAK value) of ethanethiol,1
http://orkg.org/orkg/resource/R138102,Subsurface geology using simulation of the Lunar Regolith and Lunar-Penetrating Radar Data from Chang'e-3 mission,1
http://orkg.org/orkg/resource/R108718,Distribution of Rhizoctonia anstomosis groups ,1
http://orkg.org/orkg/resource/R68686,Evaluation of 1-octanol to derive a maximum concentration at the workplace (MAK value),1
http://orkg.org/orkg/resource/R146857,N-ary relation identification from scientific articles,1
http://orkg.org/orkg/resource/R50703,Schädigung durch maximale Konzentration von Polyethylenglykolen am Arbeitsplatz,1
http://orkg.org/orkg/resource/R145776,"Identifying and classifying entities, relations, and coreference clusters",1
http://orkg.org/orkg/resource/R110305,What is the role of the library as a physical space when users do not need to visit the building to access resources?,1
http://orkg.org/orkg/resource/R46389,Sentence Similarity Learning,1
http://orkg.org/orkg/resource/R128068,Information Retrieval,1
http://orkg.org/orkg/resource/R53313,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R69990,Inhibition of Mpro in SARS-CoV,1
http://orkg.org/orkg/resource/R78363,No data documentation on ethanolic root extract of Baphia nitida in the treatment of anaemia in Akwa Ibom State.,1
http://orkg.org/orkg/resource/R109224,Mineral mapping from the sensors with limited wavelength range was not accurate and sufficient.,1
http://orkg.org/orkg/resource/R138473,Primary production assessment in the central Arabian Sea,1
http://orkg.org/orkg/resource/R67759,Bewertung des Potenzials für Haut- und Atemwegssensibilisierung von Isobornyacrylat,1
http://orkg.org/orkg/resource/R70158,AUC (viral infection %) for SARS-CoV-2 in the Vero E6 cell line,1
http://orkg.org/orkg/resource/R146952,Adaptive control of fluid resuscitation,1
http://orkg.org/orkg/resource/R155164,Hydrothermal alteration mapping using EO-1 Hyperion,1
http://orkg.org/orkg/resource/R53289,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R4399,Creating a semantic representation of job knowledge,1
http://orkg.org/orkg/resource/R146955,modeling blood pressure response to infusion and hemorrhage,1
http://orkg.org/orkg/resource/R109075,Knowledge Grapah-based Recommendation,1
http://orkg.org/orkg/resource/R51183,Validation of an air monitoring method for the determination of cobalt in workplace air,1
http://orkg.org/orkg/resource/R136272,eleanring platform ontology,1
http://orkg.org/orkg/resource/R124365,Abstract Argumentation,1
http://orkg.org/orkg/resource/R140623,Spatial Role Labeling,1
http://orkg.org/orkg/resource/R52356,Reevaluation of the BAR and EKA value for arsenic and inorganic arsenic compounds,1
http://orkg.org/orkg/resource/R107830,What things can we find in other fields that can help solve the educational crisis due to covid-19?,1
http://orkg.org/orkg/resource/R71528,Estimation of the statistical difference in NEE of C between catch crop treatments,1
http://orkg.org/orkg/resource/R9330,comparison of staining effect of osmium en bloc (3x) with uranyl acetate and lead citrate on different features of human hair,1
http://orkg.org/orkg/resource/R53330,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R68233,Reevaluation of chlorobenzene to derive a maximum concentration at the workplace (MAK value),1
http://orkg.org/orkg/resource/R68027,Development and verification of a biomonitoring method for the determination of 4-tert-octyphenol in urine,1
http://orkg.org/orkg/resource/R138118,Analysis of Von Karman crater landing region with Lunar Penetrating Radar data during the first five lunar days,1
http://orkg.org/orkg/resource/R51190,Development and verification of a biomonitoring method for the determination of 2-mercaptobenzothiazole in urine,1
http://orkg.org/orkg/resource/R46472,Rule-based NERC system,1
http://orkg.org/orkg/resource/R140551,ASTER data to map alteration and related clay minerals,1
http://orkg.org/orkg/resource/R141905,Elucidation of reactions including  ketene dithioacetals,1
http://orkg.org/orkg/resource/R74276,Smart city control rooms,1
http://orkg.org/orkg/resource/R53273,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R51084,Verification of a biomonitoring method for the determination of BHT acid,1
http://orkg.org/orkg/resource/R138165,Stratigraphy of the Von Karman Crater using Lunar Penetrating Radar Data,1
http://orkg.org/orkg/resource/R41279,Sequencing of the SARS-CoV-2 genome in Iceland,1
http://orkg.org/orkg/resource/R69953,Inhibition of SARS coronavirus nsP13 ATP hydrolysis activity,1
http://orkg.org/orkg/resource/R76757, comprehensive survey on KG embedding models,1
http://orkg.org/orkg/resource/R50411,classification of acute lymphoblastic leukemia,1
http://orkg.org/orkg/resource/R137114,Mineral Mapping using integrated visible and Long wave infrared spectral ranges.,1
http://orkg.org/orkg/resource/R74394,Linked Data Integration,1
http://orkg.org/orkg/resource/R122243,Grammatical Error Correction,1
http://orkg.org/orkg/resource/R75146,spam mail detection method based on the document labeling concept,1
http://orkg.org/orkg/resource/R8688,collective action,1
http://orkg.org/orkg/resource/R53045,tool development for validated processing of knowledge graphs,1
http://orkg.org/orkg/resource/R8699,Semantic Master Data Management,1
http://orkg.org/orkg/resource/R157430,Finding an efficient and state-of-the-art approach to search for optimal architectures for image classification.,1
http://orkg.org/orkg/resource/R4596,Providing an Ontology-based Information Extraction (OBIE) method for identifying and quantifying skill demands across industry,1
http://orkg.org/orkg/resource/R8549,A study on vascular risk status as a predictor of later-life depressive symptoms,1
http://orkg.org/orkg/resource/R35060,Video Quality Prediction,1
http://orkg.org/orkg/resource/R44282,relation and entity recognition,1
http://orkg.org/orkg/resource/R109706,Nuclear safety,1
http://orkg.org/orkg/resource/R139830,How to connect the scholarly modes of communication and stakeholder-led participatory cultures in difficult heritage?,1
http://orkg.org/orkg/resource/R48130,Testing substrate binding domain of DnaK(AID 1033),1
http://orkg.org/orkg/resource/R140547,ASTER data for mapping terrestrial anorthosites,1
http://orkg.org/orkg/resource/R151336,forcasting Red tides as Dynamic System,1
http://orkg.org/orkg/resource/R144262,"Nanoemulsions: formation, properties and applications",1
http://orkg.org/orkg/resource/R8686,accelerate open access,1
http://orkg.org/orkg/resource/R124624,Graph Embedding,1
http://orkg.org/orkg/resource/R50821,Entwicklung einer Methode für die Luftanalyse zur Bestimmung von Zitronensäure am Arbeitsplatz,1
http://orkg.org/orkg/resource/R108353,How frequently are refactoring operations applied?,1
http://orkg.org/orkg/resource/R68243,Reevaluation of the maximum concentration at the workplace (MAK value) for di-tert-dodecyl pentasulfide and di-tert-dodecyl polysulfide,1
http://orkg.org/orkg/resource/R68237,Reevaluation of the developmental toxicity of di-n-butyl phthalate,1
http://orkg.org/orkg/resource/R8407,chamber-based measurements of δ13C of soil respiration,1
http://orkg.org/orkg/resource/R50760,"Entwicklung einer Biomonitoring-Methode zur Bestimmung von Alkoholen, Kethonen und Ethern in Urin.",1
http://orkg.org/orkg/resource/R76075,ComVE,1
http://orkg.org/orkg/resource/R139677,What types of information architecture support smart exhibits in museums?,1
http://orkg.org/orkg/resource/R68226,Reevaluation of the maximum concentration at the workplace (MAK value) for tert-butyl-acetate,1
http://orkg.org/orkg/resource/R68727,Mining user interests from social media,1
http://orkg.org/orkg/resource/R51071,Reevaluation of the correlation (EKA) between  inhalation exposure to nickel and urinary nickel excretion,1
http://orkg.org/orkg/resource/R67693,"Evaluation of all toxilogical endpoints for 1,2,4-triethylbenzene",1
http://orkg.org/orkg/resource/R75852,how the internet affects poetry publishing in Africa,1
http://orkg.org/orkg/resource/R67845,Evaluation of a biological guidance value at the workplace (BLW) and a biological reference value (BAR) for cobalt and cobalt compounds,1
http://orkg.org/orkg/resource/R75092,systematically introduce the existing state-of-the-art approaches and a variety of applications,1
http://orkg.org/orkg/resource/R128645,L2 Regularization,1
http://orkg.org/orkg/resource/R75052,Pulsed electric field (PEF) treatment for bioactive compounds extraction,1
http://orkg.org/orkg/resource/R110636,recurrent ventilator-acquired pneumonia in patients with COVID-19,1
http://orkg.org/orkg/resource/R8375,A data model for knowledge encoded in scientific papers,1
http://orkg.org/orkg/resource/R142463,Evaluating taxonomic relations learned from glossaries,1
http://orkg.org/orkg/resource/R48211,Selectivity of hits emerging from the NOD1 and NOD2 specific assays,1
http://orkg.org/orkg/resource/R4776,Performance Prediction ,1
http://orkg.org/orkg/resource/R67741,Neubewertung aller toxikologischen Werte für Aluminiumsilikatfasern,1
http://orkg.org/orkg/resource/R146365,Scientific entity extraction,1
http://orkg.org/orkg/resource/R146089,Extracting Key Aspects of Scientific Papers,1
http://orkg.org/orkg/resource/R8213,Crowd Simulation and Evacuation,1
http://orkg.org/orkg/resource/R8660,comparison of staining effect of distilled water and OTE on different structures,1
http://orkg.org/orkg/resource/R146949,automatic resusictation therapy,1
http://orkg.org/orkg/resource/R53352,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R5212,Digital transformation requires an New Library and Information Science,1
http://orkg.org/orkg/resource/R74594,Comparison ,1
http://orkg.org/orkg/resource/R8220,Modeling safest path evacuation,1
http://orkg.org/orkg/resource/R8219,Crowd simulation and evacuation,1
http://orkg.org/orkg/resource/R9139,Global climate modelling,1
http://orkg.org/orkg/resource/R53339,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R109248,Optimization of nanocarriers for vitamin D encapsulation,1
http://orkg.org/orkg/resource/R155417,Composition of clay bearing deposits using MRO CRISM,1
http://orkg.org/orkg/resource/R50511,Schädigung durch maximale Konzentration von (4-Nonylphenoxy)essigsäure am Arbeitsplatz,1
http://orkg.org/orkg/resource/R121418,Medical Relation Extraction,1
http://orkg.org/orkg/resource/R136270,user profiling,1
http://orkg.org/orkg/resource/R4894,Natural language generation in low resource languages,1
http://orkg.org/orkg/resource/R74450,Mobile Linked Data,1
http://orkg.org/orkg/resource/R68952,Evaluation of all toxilogical endpoints for furan,1
http://orkg.org/orkg/resource/R12036,lossless image compression,1
http://orkg.org/orkg/resource/R48036,Design and Synthesis of Potent Severe Acute Respiratory Syndrome Coronovirus (SARS-CoV) Inhibitors,1
http://orkg.org/orkg/resource/R144272,Lipid micelles as drug carriers,1
http://orkg.org/orkg/resource/R75308,Ontology Learning,1
http://orkg.org/orkg/resource/R109943,Prevalence of STEC in cattle,1
http://orkg.org/orkg/resource/R51167,Reevaluation of the BAT value for lindane,1
http://orkg.org/orkg/resource/R50592,"Schädigung durch maximale Konzentration von 2,3-Pentandion am Arbeitsplatz",1
http://orkg.org/orkg/resource/R50329,Information and Cognitive Overload,1
http://orkg.org/orkg/resource/R146953,In-silico evaluation of closed-loop controllers,1
http://orkg.org/orkg/resource/R46021,Principal Component Analysis,1
http://orkg.org/orkg/resource/R8052,wind energy potentials,1
http://orkg.org/orkg/resource/R46320,model architecture eschewing recurrence and instead relying entirely on an attention mechanism to draw global dependencies between input and output,1
http://orkg.org/orkg/resource/R143793,Application of Hyperspectral remote sensing to Agriculture,1
http://orkg.org/orkg/resource/R151550,Drug–drug interactions annotation,1
http://orkg.org/orkg/resource/R141113,Social indicators,1
http://orkg.org/orkg/resource/R4192,Viable Multi-component Infrastructure for e-Lectures for SME,1
http://orkg.org/orkg/resource/R52347,Reevaluation of the BAT value for 2‐Butoxyethylacetate,1
http://orkg.org/orkg/resource/R109478,Water and the Politics of Appropriation of ‘Commons’,1
http://orkg.org/orkg/resource/R7020,miRNA targets,1
http://orkg.org/orkg/resource/R50712,"Schädigung durch maximale Konzentration von 1,4-Dioxan am Arbeitsplatz",1
http://orkg.org/orkg/resource/R58028,Derivation of a biological reference value (BAR) and Reevaluation of the exposure equivalents for carcinogenic substances (EKA) for benzene,1
http://orkg.org/orkg/resource/R109498,how ethanol induces AD pathogensis ,1
http://orkg.org/orkg/resource/R140693,Mineralogy of Cuprite hills in Nevada of Unitd states from airborne and spaceborne imageries,1
http://orkg.org/orkg/resource/R57517,Reevaluation of all toxilogical endpoints for 2-Phenoxyethanol,1
http://orkg.org/orkg/resource/R4540,"Comparing skills in different levels (lower, mid, senior) of Marketing Jobs",1
http://orkg.org/orkg/resource/R74736,Automatically evaluate hierarchical clustering results,1
http://orkg.org/orkg/resource/R107832,What is the size of the interaction that constitutes the transactional distance in the educational environments of the WWW?,1
http://orkg.org/orkg/resource/R157109,Commonsense Question answering,1
http://orkg.org/orkg/resource/R70139,Reduction of viral mRNA (RdRp and N) in SARS-CoV-2 infected Vero E6 cells,1
http://orkg.org/orkg/resource/R138366,Primary production assessment in the western and central Bay of Bengal,1
http://orkg.org/orkg/resource/R76351,Definition extraction from free text,1
http://orkg.org/orkg/resource/R58147,Neubewertung aller toxikologischen Werte für Monochloressigsäure und Natriummonochloracetat,1
http://orkg.org/orkg/resource/R53374,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R136274,educational resources,1
http://orkg.org/orkg/resource/R140870,Cross-lingual Semantic Parsing,1
http://orkg.org/orkg/resource/R8030,Mesenchymal Stem Cells,1
http://orkg.org/orkg/resource/R76782,fundamental about knowledge graphs,1
http://orkg.org/orkg/resource/R76752,summarization of techniques for constructing knowledge graphs,1
http://orkg.org/orkg/resource/R69320,Neubewertung des MAK-Wertes und der fruchtschädigenden Wirkung von Phenylzinnverbindungen,1
http://orkg.org/orkg/resource/R8054,Europe,1
http://orkg.org/orkg/resource/R53089,Reevaluation of the MAK value for Isopropyl benzene,1
http://orkg.org/orkg/resource/R68872,Performance evaluation,1
http://orkg.org/orkg/resource/R9581,Complex Queries in QA,1
http://orkg.org/orkg/resource/R68713,Neubewertung des BAT-Wertes für Methanol ,1
http://orkg.org/orkg/resource/R8077,impact of miRNAs,1
http://orkg.org/orkg/resource/R8055,future changes,1
http://orkg.org/orkg/resource/R58097,Reevaluation of the maximum concentration at the workplace (MAK value) for 2-methoxypropanol-1,1
http://orkg.org/orkg/resource/R139060,To provide a better understanding and description of the smart/intelligent city landscape,1
http://orkg.org/orkg/resource/R8091,Comparative,1
http://orkg.org/orkg/resource/R53292,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R50609,Schädigung durch maximale Konzentration von Kresylglycidylether am Arbeitsplatz,1
http://orkg.org/orkg/resource/R69501,Bewertung aller toxikologischen Werte für Methylenbis(dibutyldithiocarbamat),1
http://orkg.org/orkg/resource/R38558,Formation Classification,1
http://orkg.org/orkg/resource/R9165,identifying types of changes in climate that cause species extinctions,1
http://orkg.org/orkg/resource/R147419,Mineralogy of Dungarpur and Udaipur in India using Landsat 8 OLI,1
http://orkg.org/orkg/resource/R41505,"training ftheta without a predefined ontology, or relation-labeled training data",1
http://orkg.org/orkg/resource/R147475,Coal surface mining from Landsat 8 OLI images,1
http://orkg.org/orkg/resource/R142462,Evaluating ontology learning from glossaries,1
http://orkg.org/orkg/resource/R146856,Document-Level Information Extraction,1
http://orkg.org/orkg/resource/R53002,Reevaluation of the MAK value for Trimethylamine,1
http://orkg.org/orkg/resource/R139889,Internet of Things,1
http://orkg.org/orkg/resource/R110355,The use of silicon carbide thin films as the passivating contacts for silicon solar cells,1
http://orkg.org/orkg/resource/R138337,Detection of Fe-spinel and chromite on lunar surface using Spectral profiler from SELENE mission,1
http://orkg.org/orkg/resource/R1011,unreliable bioassay,1
http://orkg.org/orkg/resource/R155423,Identification of hydrous minerals using MRO CRISM,1
http://orkg.org/orkg/resource/R53286,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R113002,Create a web-based visual ontology modeling application,1
http://orkg.org/orkg/resource/R138363,Primary production assessment in the northwestern Bay of Bengal,1
http://orkg.org/orkg/resource/R140341,Ontology knowledge injection,1
http://orkg.org/orkg/resource/R12217,Semantic interoperation,1
http://orkg.org/orkg/resource/R150401,ontology-driven conceptual model patterns,1
